index,genres,keywords,popularity,revenue,title,vote_average,vote_count,cast,director,soup
581,"['sciencefiction', 'action', 'adventure', 'thriller']","['spaceopera', 'retribution', 'spacecraftofficer', 'explodingship']",19.711951000000003,118000000,star trek: insurrection,6.3,391,"['patrickstewart', 'jonathanfrakes', 'brentspiner', 'levarburton', 'michaeldorn']",jonathanfrakes,spaceopera retribution spacecraftofficer explodingship patrickstewart jonathanfrakes brentspiner levarburton michaeldorn sciencefiction action adventure thriller jonathanfrakes
583,"['adventure', 'fantasy', 'drama']","['circus', 'fathersonrelationship', 'witch', 'fish', 'fishing']",46.199482,122919055,big fish,7.6,1994,"['ewanmcgregor', 'albertfinney', 'billycrudup', 'jessicalange', 'helenabonhamcarter']",timburton,circus fathersonrelationship witch fish fishing ewanmcgregor albertfinney billycrudup jessicalange helenabonhamcarter adventure fantasy drama timburton
585,"['drama', 'war']","['worldwari', 'horse', 'farmlife', 'execution', 'trapped']",29.505574,177584879,war horse,7.0,992,"['tomhiddleston', 'benedictcumberbatch', 'tobykebbell', 'emilywatson', 'jeremyirvine']",stevenspielberg,worldwari horse farmlife execution trapped tomhiddleston benedictcumberbatch tobykebbell emilywatson jeremyirvine drama war stevenspielberg
587,"['adventure', 'action', 'thriller', 'sciencefiction']","['ocean', 'sea', 'divingsuit', 'flyingsaucer', 'nuclearmissile']",24.961625,90000098,the abyss,7.1,808,"['edharris', 'maryelizabethmastrantonio', 'michaelbiehn', 'leoburmester', 'toddgraff']",jamescameron,ocean sea divingsuit flyingsaucer nuclearmissile edharris maryelizabethmastrantonio michaelbiehn leoburmester toddgraff adventure action thriller sciencefiction jamescameron
589,"['horror', 'action', 'drama', 'fantasy', 'war']","['vampire', 'dracula', 'bite', 'battle', '15thcentury']",64.45794699999999,215529201,dracula untold,6.2,2389,"['lukeevans', 'sarahgadon', 'dominiccooper', 'artparkinson', 'charlesdance']",garyshore,vampire dracula bite battle 15thcentury lukeevans sarahgadon dominiccooper artparkinson charlesdance horror action drama fantasy war garyshore
591,"['adventure', 'fantasy', 'romance', 'family']","['witch', 'basedonnovel', 'newlove', 'prince', 'beauty']",48.032734000000005,135560026,stardust,7.1,1184,"['clairedanes', 'charliecox', 'michellepfeiffer', 'robertdeniro', 'siennamiller']",matthewvaughn,witch basedonnovel newlove prince beauty clairedanes charliecox michellepfeiffer robertdeniro siennamiller adventure fantasy romance family matthewvaughn
592,"['adventure', 'drama', 'history']","['buddhism', 'himalaya', 'austria', 'mountains', 'buddhistmonk']",16.92991,131457682,seven years in tibet,7.0,630,"['bradpitt', 'jamyangjamtshowangchuk', 'davidthewlis', 'bdwong', 'mako']",jean-jacquesannaud,buddhism himalaya austria mountains buddhistmonk bradpitt jamyangjamtshowangchuk davidthewlis bdwong mako adventure drama history jean-jacquesannaud
597,"['fantasy', 'action', 'horror']","['vampire', 'daughter', 'hybrid', 'childvampire', 'werewolf']",58.40120400000001,160112671,underworld: awakening,6.1,1862,"['katebeckinsale', 'stephenrea', 'michaelealy', 'theojames', 'indiaeisley']",björnstein,vampire daughter hybrid childvampire werewolf katebeckinsale stephenrea michaelealy theojames indiaeisley fantasy action horror björnstein
600,"['action', 'adventure', 'thriller']",['rescue'],29.501489000000003,57777106,killer elite,6.1,695,"['jasonstatham', 'cliveowen', 'robertdeniro', 'dominicpurcell', 'yvonnestrahovski']",garymckendry,rescue jasonstatham cliveowen robertdeniro dominicpurcell yvonnestrahovski action adventure thriller garymckendry
609,"['action', 'thriller']","['prison', 'muslim', 'ship', 'mystery', 'sciencefiction']",44.478043,122915111,escape plan,6.7,1659,"['sylvesterstallone', 'arnoldschwarzenegger', 'jimcaviezel', 'vinniejones', '50cent']",mikaelhåfström,prison muslim ship mystery sciencefiction sylvesterstallone arnoldschwarzenegger jimcaviezel vinniejones 50cent action thriller mikaelhåfström
613,"['action', 'crime', 'thriller']","['quebec', 'jewel', 'scepter', 'customshouse', 'jewelryheist']",22.572323,71069884,the score,6.7,423,"['robertdeniro', 'edwardnorton', 'marlonbrando', 'angelabassett', 'paulsoles']",frankoz,quebec jewel scepter customshouse jewelryheist robertdeniro edwardnorton marlonbrando angelabassett paulsoles action crime thriller frankoz
614,"['animation', 'family']","['adoptivefather', 'orphanage', ""life'sdream"", 'rivalry', 'stealing']",113.858273,543513985,despicable me,7.1,6478,"['stevecarell', 'jasonsegel', 'russellbrand', 'julieandrews', 'willarnett']",chrisrenaud,adoptivefather orphanage life'sdream rivalry stealing stevecarell jasonsegel russellbrand julieandrews willarnett animation family chrisrenaud
616,['comedy'],"['spermbank', 'sequel', 'buddy', 'courthouse', 'teddybear']",68.734513,217022588,ted 2,6.2,2463,"['markwahlberg', 'sethmacfarlane', 'amandaseyfried', 'jessicabarth', 'giovanniribisi']",sethmacfarlane,spermbank sequel buddy courthouse teddybear markwahlberg sethmacfarlane amandaseyfried jessicabarth giovanniribisi comedy sethmacfarlane
617,"['adventure', 'drama', 'history']","['christianity', 'philosophy', 'egypt', 'newlove', 'war']",18.888806,39041505,agora,6.9,395,"['rachelweisz', 'maxminghella', 'oscarisaac', 'ashrafbarhom', 'michaellonsdale']",alejandroamenábar,christianity philosophy egypt newlove war rachelweisz maxminghella oscarisaac ashrafbarhom michaellonsdale adventure drama history alejandroamenábar
620,"['drama', 'thriller']","['spy', 'newspaper', 'research', 'interview', 'tobacco']",26.153669,60289912,the insider,7.3,481,"['alpacino', 'russellcrowe', 'christopherplummer', 'dianevenora', 'brucemcgill']",michaelmann,spy newspaper research interview tobacco alpacino russellcrowe christopherplummer dianevenora brucemcgill drama thriller michaelmann
621,"['action', 'drama', 'history', 'thriller']","['coastguard', 'basedontruestory', 'survival', 'rescuemission', 'stormatsea']",28.223664000000003,52099090,the finest hours,6.3,588,"['chrispine', 'caseyaffleck', 'benfoster', 'ericbana', 'hollidaygrainger']",craiggillespie,coastguard basedontruestory survival rescuemission stormatsea chrispine caseyaffleck benfoster ericbana hollidaygrainger action drama history thriller craiggillespie
622,"['action', 'drama', 'thriller']","['terror', 'falselyaccused', 'basedonnovel', 'dyinganddeath', 'jordan']",37.507135999999996,113280098,body of lies,6.5,895,"['leonardodicaprio', 'russellcrowe', 'markstrong', 'alisuliman', 'simonmcburney']",ridleyscott,terror falselyaccused basedonnovel dyinganddeath jordan leonardodicaprio russellcrowe markstrong alisuliman simonmcburney action drama thriller ridleyscott
626,"['mystery', 'sciencefiction', 'thriller']","['bomb', 'helicopter', 'secret', 'obsession', 'extraterrestrialtechnology']",18.59991,189198313,the x files,6.6,488,"['davidduchovny', 'gilliananderson', 'mitchpileggi', 'williamb.davis', 'johnneville']",robbowman,bomb helicopter secret obsession extraterrestrialtechnology davidduchovny gilliananderson mitchpileggi williamb.davis johnneville mystery sciencefiction thriller robbowman
628,"['drama', 'history', 'war']","['warcrimes', 'selfsacrifice', 'warveteran', 'worldwarii', 'warship']",76.04186700000001,481840909,saving private ryan,7.9,5048,"['tomhanks', 'mattdamon', 'vindiesel', 'tomsizemore', 'barrypepper']",stevenspielberg,warcrimes selfsacrifice warveteran worldwarii warship tomhanks mattdamon vindiesel tomsizemore barrypepper drama history war stevenspielberg
629,"['action', 'crime', 'drama', 'thriller']","['streetrace', 'supercars', 'superspeed', 'car', 'basedonvideogame']",54.814890000000005,203277636,need for speed,6.1,1520,"['aaronpaul', 'dominiccooper', 'imogenpoots', 'ramimalek', 'ramónrodríguez']",scottwaugh,streetrace supercars superspeed car basedonvideogame aaronpaul dominiccooper imogenpoots ramimalek ramónrodríguez action crime drama thriller scottwaugh
630,"['comedy', 'romance']","['women', 'telepathy', 'supernaturalpowers', 'advertisingexecutive', 'womandirector']",31.39165,374111707,what women want,6.1,992,"['helenhunt', 'melgibson', 'marisatomei', 'laurenholly', 'markfeuerstein']",nancymeyers,women telepathy supernaturalpowers advertisingexecutive womandirector helenhunt melgibson marisatomei laurenholly markfeuerstein comedy romance nancymeyers
631,"['animation', 'comedy', 'family', 'adventure']","['humanevolution', 'parentskidsrelationship', 'squirrel', 'ice', 'lossofchild']",99.561972,383257136,ice age,7.1,3857,"['rayromano', 'johnleguizamo', 'denisleary', 'goranvisnjic', 'jackblack']",chriswedge,humanevolution parentskidsrelationship squirrel ice lossofchild rayromano johnleguizamo denisleary goranvisnjic jackblack animation comedy family adventure chriswedge
633,"['history', 'drama']","['usapresident', 'speech', 'battlefield', 'familyconflict', 'mourning']",36.307296,275293450,lincoln,6.7,1429,"['danielday-lewis', 'sallyfield', 'davidstrathairn', 'josephgordon-levitt', 'jamesspader']",stevenspielberg,usapresident speech battlefield familyconflict mourning danielday-lewis sallyfield davidstrathairn josephgordon-levitt jamesspader history drama stevenspielberg
634,"['action', 'sciencefiction']","['savingtheworld', 'artificialintelligence', 'manvsmachine', 'philosophy', 'prophecy']",104.309993,463517383,the matrix,7.9,8907,"['keanureeves', 'laurencefishburne', 'carrie-annemoss', 'hugoweaving', 'gloriafoster']",lanawachowski,savingtheworld artificialintelligence manvsmachine philosophy prophecy keanureeves laurencefishburne carrie-annemoss hugoweaving gloriafoster action sciencefiction lanawachowski
635,['drama'],"['moon', 'florida', 'nasa', 'spaceman', 'raceagainsttime']",68.140214,355237933,apollo 13,7.3,1599,"['tomhanks', 'billpaxton', 'kevinbacon', 'garysinise', 'edharris']",ronhoward,moon florida nasa spaceman raceagainsttime tomhanks billpaxton kevinbacon garysinise edharris drama ronhoward
637,"['drama', 'music', 'romance']","['france', 'robbery', 'brothel', 'mayor', 'star']",48.356214,441809770,les misérables,7.1,1884,"['hughjackman', 'russellcrowe', 'annehathaway', 'amandaseyfried', 'sachabaroncohen']",tomhooper,france robbery brothel mayor star hughjackman russellcrowe annehathaway amandaseyfried sachabaroncohen drama music romance tomhooper
638,"['comedy', 'romance']","['romanticcomedy', 'onlinedating', 'womandirector']",28.540267,250821495,you've got mail,6.3,838,"['tomhanks', 'megryan', 'katiesagona', 'gregkinnear', 'parkerposey']",noraephron,romanticcomedy onlinedating womandirector tomhanks megryan katiesagona gregkinnear parkerposey comedy romance noraephron
639,['comedy'],"['becominganadult', 'autonomy', 'childhoodtrauma', 'hostility', 'stepbrother']",22.977983,128107642,step brothers,6.5,1062,"['willferrell', 'johnc.reilly', 'marysteenburgen', 'richardjenkins', 'adamscott']",adammckay,becominganadult autonomy childhoodtrauma hostility stepbrother willferrell johnc.reilly marysteenburgen richardjenkins adamscott comedy adammckay
640,"['action', 'adventure']","['california', 'spy', 'hero', 'horsebackriding', 'swordfight']",31.086790999999998,250288523,the mask of zorro,6.3,1183,"['antoniobanderas', 'anthonyhopkins', 'catherinezeta-jones', 'stuartwilson', 'diegosieres']",martincampbell,california spy hero horsebackriding swordfight antoniobanderas anthonyhopkins catherinezeta-jones stuartwilson diegosieres action adventure martincampbell
641,"['comedy', 'drama']","['highway', 'slacker', 'hitchhiker', 'wallet', 'sunglasses']",43.865294,211780824,due date,6.2,1685,"['robertdowneyjr.', 'zachgalifianakis', 'michellemonaghan', 'jamiefoxx', 'juliettelewis']",toddphillips,highway slacker hitchhiker wallet sunglasses robertdowneyjr. zachgalifianakis michellemonaghan jamiefoxx juliettelewis comedy drama toddphillips
642,"['drama', 'war']","['worldwarii', 'prisonersofwar', 'biography', 'sport', 'war']",43.055253,163442937,unbroken,7.3,1400,"[""jacko'connell"", 'domhnallgleeson', 'garretthedlund', 'miyavi', 'finnwittrock']",angelinajolie,worldwarii prisonersofwar biography sport war jacko'connell domhnallgleeson garretthedlund miyavi finnwittrock drama war angelinajolie
643,"['action', 'adventure', 'thriller']","['nasa', 'spacetravel', 'astronaut', 'elderly']",15.772081,128884132,space cowboys,6.3,403,"['clinteastwood', 'tommyleejones', 'donaldsutherland', 'jamesgarner', 'jamescromwell']",clinteastwood,nasa spacetravel astronaut elderly clinteastwood tommyleejones donaldsutherland jamesgarner jamescromwell action adventure thriller clinteastwood
644,"['action', 'adventure', 'thriller']","['rockymountains', 'airplane', 'hijacking', 'suitcase', 'climbing']",26.199089999999998,255000211,cliffhanger,6.1,588,"['sylvesterstallone', 'johnlithgow', 'michaelrooker', 'janineturner', 'rexlinn']",rennyharlin,rockymountains airplane hijacking suitcase climbing sylvesterstallone johnlithgow michaelrooker janineturner rexlinn action adventure thriller rennyharlin
648,"['drama', 'romance']","['faculty', 'arthistory', 'rowing', 'schoolnurse', 'femininity']",19.718544,0,mona lisa smile,6.5,393,"['juliaroberts', 'kirstendunst', 'juliastiles', 'maggiegyllenhaal', 'ginnifergoodwin']",mikenewell,faculty arthistory rowing schoolnurse femininity juliaroberts kirstendunst juliastiles maggiegyllenhaal ginnifergoodwin drama romance mikenewell
650,"['mystery', 'drama']","['lifeanddeath', 'sexualobsession', 'freelove', 'heterosexual', 'christmasparty']",27.870312,162091208,eyes wide shut,7.1,1234,"['tomcruise', 'nicolekidman', 'madisoneginton', 'jackiesawiris', 'sydneypollack']",stanleykubrick,lifeanddeath sexualobsession freelove heterosexual christmasparty tomcruise nicolekidman madisoneginton jackiesawiris sydneypollack mystery drama stanleykubrick
652,"['romance', 'comedy', 'crime', 'drama']","['seduction', 'conman', 'femmefatale', 'deception', 'rivalry']",59.634029000000005,153962963,focus,6.7,2542,"['willsmith', 'margotrobbie', 'rodrigosantoro', 'roberttaylor', 'geraldmcraney']",johnrequa,seduction conman femmefatale deception rivalry willsmith margotrobbie rodrigosantoro roberttaylor geraldmcraney romance comedy crime drama johnrequa
655,"['action', 'thriller']","['guerrilla', 'colorado', 'invasion', 'anti-communism', 'nearfuture']",11.743085,38376497,red dawn,6.4,215,"['patrickswayze', 'c.thomashowell', 'leathompson', 'darrendalton', 'charliesheen']",johnmilius,guerrilla colorado invasion anti-communism nearfuture patrickswayze c.thomashowell leathompson darrendalton charliesheen action thriller johnmilius
656,"['comedy', 'drama']","['whitehouse', 'usapresident', 'presidentialelection', 'scandal', 'georgew.bush']",9.110247,0,primary colors,6.1,94,"['johntravolta', 'emmathompson', 'billybobthornton', 'kathybates', 'adrianlester']",mikenichols,whitehouse usapresident presidentialelection scandal georgew.bush johntravolta emmathompson billybobthornton kathybates adrianlester comedy drama mikenichols
659,"['crime', 'action', 'mystery', 'thriller']","['assassination', 'amnesia', 'hostage', 'chase', 'darkcomedy']",15.858629,89456761,the long kiss goodnight,6.5,314,"['geenadavis', 'samuell.jackson', 'yvonnezima', 'craigbierko', 'tomamandes']",rennyharlin,assassination amnesia hostage chase darkcomedy geenadavis samuell.jackson yvonnezima craigbierko tomamandes crime action mystery thriller rennyharlin
661,"['family', 'fantasy', 'sciencefiction', 'adventure']","['adventure', 'house', 'alien', 'giantrobot', 'outerspace']",15.194239000000001,64321501,zathura: a space adventure,6.1,779,"['jonahbobo', 'joshhutcherson', 'daxshepard', 'kristenstewart', 'timrobbins']",jonfavreau,adventure house alien giantrobot outerspace jonahbobo joshhutcherson daxshepard kristenstewart timrobbins family fantasy sciencefiction adventure jonfavreau
